name,slug,website,one_liner,long_description,batch,status,team_size,industry,subindustry,regions,all_locations,tags,founders,founder_names,founder_linkedins,yc_url
Wingman,wingman,https://www.trywingman.com,Wingman helps inside sales reps with coaching while they're on a call.,"Wingman is a software for sales teams that listens to sales calls and automatically surfaces suggestions to sales reps in real-time. The sales calls are also transcribed and analysed for postmortems, reviews and coaching. ",Summer 2019,Acquired,10,B2B,B2B -> Sales,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India",['SaaS'],,,,https://www.ycombinator.com/companies/wingman
Seawise Capital,seawise-capital,https://www.seawisecapital.com,Trade finance company for Indian exporters,Seawise Capital is a trade finance company for Indian exporters. We provide SME's working capital against the strength of their international customers. We are able to provide these businesses with collateral-free capital by discounting invoices from their large overseas customers.,Winter 2019,Acquired,3,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia']","New Delhi, DL, India","['Finance', 'India']",,,,https://www.ycombinator.com/companies/seawise-capital
Markupwand,markupwand,http://markupwand.com,Convert Design files to working websites automagically,"A product that takes PSD files and generates HTML / CSS automatically, and asks a few questions to generate the view templates with a few simple inputs from a backend developer.",Summer 2012,Inactive,3,B2B,"B2B -> Engineering, Product and Design","['India', 'South Asia']","Bengaluru, KA, India",['Developer Tools'],,,,https://www.ycombinator.com/companies/markupwand
Toolify,toolify,https://toolify.sh,Build internal tools with AI,"Toolify is dev-first internal tooling. At some point, companies using low-code builders hit a brick wall, and are bogged down by their limitations rather quickly.

We offer:
- A starter kit with sensible defaults,
- A VSCode extension which has AI that creates the internal tool for you, end to end, and,
- A web app where you can deploy your tools.

This gives you the best of both worlds -- everything you need to build tools just as fast as low-code, and an escape hatch when you need it.",Winter 2024,Inactive,2,B2B,"B2B -> Engineering, Product and Design","['India', 'South Asia']","Bengaluru, KA, India","['Artificial Intelligence', 'Developer Tools', 'B2B']",,,,https://www.ycombinator.com/companies/toolify
CodeParrot AI,codeparrot-ai,https://codeparrot.ai/,Helps Developers build stunning UI Lightning Fast ⚡️,CodeParrot is a developer first design to code tool. It uses AI to convert components from Figma files / screenshots to production-ready code. ,Winter 2023,Inactive,2,B2B,"B2B -> Engineering, Product and Design","['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Artificial Intelligence', 'Developer Tools', 'Productivity', 'AI']",,,,https://www.ycombinator.com/companies/codeparrot-ai
Payfura,payfura,https://www.payfura.com,Global payment gateway to buy/sell crypto,"Payfura is a fiat<>crypto on/off ramp payment gateway for web3 applications. We are a bridge between fiat and crypto so web3 applications can seamlessly onboard users across different geographies with local payment methods.

Key Features:
- Currencies supported: 150+ fiat currencies, 100+ crypto currencies.
- Regions supported: US, Europe, LATAM, SEA, Africa.
- Payment methods: Credit/Debit cards, E-wallets, Bank transfers and many more.
- Partner Dashboard: A powerful dashboard for partners to get detailed insights and analytics for their orders
- Handle KYC and AML compliances of local regions.
- API and SDK integration.",Summer 2022,Inactive,2,Fintech,Fintech -> Payments,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Fully Remote']","Delaware City, DE, USA; Delhi, DL, India; Remote","['DeFi', 'Fintech', 'SaaS', 'Crypto / Web3', 'Payments']",,,,https://www.ycombinator.com/companies/payfura
Integration Labs,integration-labs,https://www.integrationlabs.co,The Unified API for Business Financial Data ,"Integration Labs makes it easy to interact with your business customers' financial data.

Leading SaaS, payments, and financial service companies use a single API to seamlessly retrieve and sync data across their customers' accounting, commerce, and payments platforms.

With Integration Labs, B2B companies integrate once to connect to 30+ accounting, payments and e-commerce integrations and build innovative business tools for invoice financing, digital lending, expense management, automated AP/AR reconciliation, and more.",Summer 2022,Inactive,8,B2B,B2B,"['India', 'South Asia']","Bengaluru, KA, India","['SaaS', 'Workflow Automation', 'API', 'Automation']",,,,https://www.ycombinator.com/companies/integration-labs
AvairSense,avairsense,https://www.avairsense.com/,We go all out to Build the Smartest AI-Enabled Cameras!,"AvairSense is building the smartest AI-enabled cameras ever. We believe cameras are one of those products that really have not evolved over time. Our first product is Sense 1, a smart home camera that has AI built in to analyze on the edge and create a seamless viewing experience of real-time video and audio from their smartphone.

We are a smart camera company that believes every environment requires a different camera. AI Cameras for Homes. Restaurants, Factories, Dealerships, and many more. We aim to own the data pipeline from start to end and give utmost importance to data security and privacy. ",Winter 2022,Inactive,14,Consumer,Consumer -> Consumer Electronics,"['India', 'South Asia']","Bengaluru, KA, India","['Artificial Intelligence', 'Hardware', 'Consumer', 'Electronics']",,,,https://www.ycombinator.com/companies/avairsense
Fello,fello,https://fello.in,Grow money and win $1000 every week by saving and playing games,"Fello is a game-based savings and investment application for the gen-z and young millennials of India to save play and earn returns more than a traditional savings bank account. We are merging the worlds of gaming and finance to make finance fun, easy and rewarding!

Users can save and invest in financial assets and for every rupee they save they get one gaming token using which they can play daily and weekly games and if they win in these games they get to win Rs.1 lakh every week!

Just within a short span of 12 weeks of launch, we onboarded 250,000 users with 92% of them being referred users, 88% of them being first-time investors who are spending over 12 minutes on an average per day on the app saving and playing games together!",Winter 2022,Inactive,24,Fintech,Fintech,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Fintech', 'Consumer', 'Gaming']",,,,https://www.ycombinator.com/companies/fello
AntWalk,antwalk,https://www.antwalk.com/,An employee up-skilling platform for fast growing companies,"An up-skilling platform that empowers teams with continuous learning tracks to equip them with the right skills at the right time. 

Our up-skilling programs are customised to business objectives of organisations across sales, customer success, general management, technology & product functions & promote employee development by enhancing their existing competencies and developing newer ones. 

AntWalk is powered by 3000+ Experts from 500+ Global Brands across 40+ Countries to power these courses and 1:1 Interactions.",Winter 2022,Inactive,50,Education,Education,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['Education', 'eLearning', 'Enterprise']",,,,https://www.ycombinator.com/companies/antwalk
Castled.io,castled-io,https://castled.io/,Customer Engagement software on top of BigQuery/Snowflake,"Castled.io is a Customer Engagement Platform (CEP) that brings the power of data in the warehouse to the marketer.  

Essentially, Castled.io is similar in feature set to Braze, CustomerIO or MoEngage with a major difference - We don't store your customer data. Instead Castled sits on top of your cloud data warehouse to create segments and engage them across channels.",Winter 2022,Inactive,8,B2B,B2B -> Marketing,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India",['SaaS'],,,,https://www.ycombinator.com/companies/castled-io
PropReturns,propreturns,https://www.propreturns.com/,End-to-end commercial real estate transaction platform ,"PropReturns is an online platform to buy, sell and rent commercial real estate in India. The real estate market in India is highly fragmented and plagued by lack of transparency. We empower businesses and individuals in India to transact commercial real estate backed by data.",Summer 2021,Inactive,40,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,"['India', 'South Asia']","MH, India","['Fintech', 'Marketplace', 'Proptech']",,,,https://www.ycombinator.com/companies/propreturns
Akudo,akudo,https://www.akudo.in/,India's first learning-focused neobank for teenagers,"Akudo is a digital bank for teenagers in India that gets them their own sleek, personalized prepaid card that they can use independently, helps them save money and gives them exciting rewards under a gamified setup when they're good at their personal finance.  
We are crafting the concept of ""Learning-first Banking"" where financial learning is seamlessly intertwined with full scale banking.",Summer 2021,Inactive,20,Fintech,Fintech -> Payments,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India",['Fintech'],,,,https://www.ycombinator.com/companies/akudo
Gobillion,gobillion,https://gobillion.co,Pinduoduo for India,"Gobillion is the Pinduoduo for India, we make e-commerce social by enabling customers to buy together in groups and get great deals!
",Summer 2021,Inactive,10,Consumer,Consumer,"['India', 'South Asia', 'Remote', 'Partly Remote']","New Delhi, DL, India",['E-commerce'],,,,https://www.ycombinator.com/companies/gobillion
Aerotime,aerotime,https://www.aerotime.com,Calendar that kills time fragmentation,"A modern calendar that helps people prioritize their work by goal setting, time blocking, and reducing fragmentation created by randomly placed meetings and distracting Slack messages.

Aerotime helps you create key goals for the week, helps break it down into tasks and meetings, and streamlines the calendar to support and align your team. This leads to people being effective and not busy.",Winter 2021,Inactive,6,B2B,B2B -> Productivity,"['United States of America', 'India', 'America / Canada', 'South Asia', 'Remote', 'Partly Remote']","San Francisco, CA, USA; Bengaluru, KA, India","['SaaS', 'Productivity']",,,,https://www.ycombinator.com/companies/aerotime
Invoid,invoid,https://www.invoid.co/,Create identity verification workflows the way you want,"Invoid currently processes more than 5 million KYC’s/ month and works with over 35 companies in India, including some of the leading banks, fintechs, investment platforms & shared economy companies. Using our solution, companies see onboarding speed increase by 5x and costs reduce by >80%.",Winter 2021,Inactive,15,B2B,B2B,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India","['Machine Learning', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/invoid
YourQuote,yourquote,https://www.yourquote.in,YourQuote is India's largest writing platform,"YourQuote is a social writing app that helps regular people share their short-form creative writing. Much like how Instagram has turned each one of us into a photographer, YourQuote has turned 2.5 million people in India into amateur writers.",Winter 2021,Inactive,9,Consumer,Consumer -> Content,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote","['Subscriptions', 'Social Network']",,,,https://www.ycombinator.com/companies/yourquote
BeWell Digital,bewell-digital,http://www.bewelldigital.com,Building the operating system for diagnosis.,"4 Billion radiology scans are generated every year, but unfortunately, 1 in 5 reports are wrong and 35% of the studies are delayed. It can be primarily attributed to access and efficiency. BeWell is building the platform for access and efficiency",Winter 2021,Inactive,2,Healthcare,Healthcare -> Healthcare IT,"['India', 'South Asia', 'Remote', 'Fully Remote']","Coimbatore, TN, India; Remote",['SaaS'],,,,https://www.ycombinator.com/companies/bewell-digital
Krab,krab,https://www.krab.in,Instant loans for trucking companies in India,"A lending platform that enables truckers/trucking companies with no formal credit score to access loans from banks. Our platform creates a rich credit profile of a trucking company by pulling 200+ data points from varied sources via consent APIs and instantly offers loans from multiple banking partners in less than 60 seconds. The trucking company can also use the same product for order management, invoice generation, vendor payments, and collections.",Winter 2021,Inactive,9,Fintech,Fintech -> Credit and Lending,"['India', 'South Asia', 'Remote', 'Partly Remote']","Hyderabad, Telangana, India","['Fintech', 'SaaS']",,,,https://www.ycombinator.com/companies/krab
JoinSub,joinsub,https://joinsub.com,India's first aggregator and provider of local business subscriptions,"We, at JoinSub, are empowering the Indian small and medium retailers to drive repeat purchases & maximize their revenue by building a subscription-based model. 

India has over 14 million retail outlets, and we are poised to revolutionize the Retail Sector and enhance the buying experience both for retailers and consumers. We are dedicated to co-creating a community of futuristic retailers who are ready to embrace tech for growth.

Our Subscription Programs work wonderfully for everyone who is looking to drive repurchases, right from those in the F&B industry, to Salons, Nail Salons, Spas, Gyms, Yoga & Dance Studios, Coffee Shops, Bakeries, Dry Cleaners, Florists, etc. We can help you delight your consumers and accelerate your business, the JoinSub Way!",Winter 2021,Inactive,8,Fintech,Fintech -> Payments,"['India', 'United States of America', 'South Asia', 'America / Canada', 'Remote', 'Fully Remote']","Delhi, DL, India; Palo Alto, CA, USA; Remote","['Fintech', 'B2B', 'Subscriptions']",,,,https://www.ycombinator.com/companies/joinsub
Pensil,pensil,https://pensil.in,"New-Age White Label Community Platform SDKs and APIs for Games,…",,Winter 2021,Inactive,4,B2B,"B2B -> Engineering, Product and Design","['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India; HR, India","['SaaS', 'Community', 'Gaming', 'Chat', 'Live']",,,,https://www.ycombinator.com/companies/pensil
Jeevam Health,jeevam-health,https://www.jeevamhealth.com/,Digital holistic care for complex chronic conditions ,"Jeevam Health (YC S20) is a healthcare app for holistic thyroid treatment.. Even after taking medication, 60% of women are having unresolved symptoms like fatigue, weight issues, and pregnancy challenges. 
Jeevam software assists doctors to diagnose the root cause of dysfunctions & recommend treatment protocol. The treatment revolves around nutrition, supplements, lifestyle changes, and medicine. ",Summer 2020,Inactive,25,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Consumer Health Services', 'Telehealth', 'Digital Health', 'Healthcare']",,,,https://www.ycombinator.com/companies/jeevam-health
WheelStreet,wheelstreet,https://www.wheelstreet.com/,WheelStreet is a Motorbike rental marketplace that connects…,"Wheelstreet is India's first bike rental platform offering more than 1900 two-wheelers on rent including scooters, commuter bikes, sports bikes, super bikes and premium bikes.

Wheelstreet is the only bike rental company based on an aggregator model. Wheelstreet makes the process of renting bikes completely hassle-free for its customers by offering variable rent durations, home delivery and pick-up, helmets at no added charge, and unlimited kilometres.

Launched in 2014, Wheelstreet rapidly gained over 14,000 satisfied customers before starting operations and eventually shifting its headquarters to Bangalore.

Wheelstreet is currently employing the most innovative and dedicated people from prestigious institutions such as IIT(Bombay), University of Missouri(Kansas), NMIMS, Sheffield University, Welingkar Institute and IIMC(Delhi). Wheelstreet's technological and operational prowess allows it to cater to 1000 customers per month - a number which is only growing.",Summer 2017,Inactive,10,Consumer,Consumer -> Transportation Services,"['India', 'South Asia']","Bengaluru, KA, India","['Marketplace', 'India', 'Transportation']",,,,https://www.ycombinator.com/companies/wheelstreet
NextDrop,nextdrop,https://thenextdrop.com/,NextDrop is the water marketplace for urban India.  We connect water…,"NextDrop is a for-profit enterprise with a social mission- we want to rid the world of its water problems. It’s not a big deal. We think it can be done. And what we’ve managed to achieve so far only reaffirms our belief. 

NextDrop was founded in 2011 with a pilot in Hubli-Dharwad district of Karnataka. Four years later, we have 70,000 users registered with us across Karnataka. Our vision is simple- we want to link the private sector, government utilities and citizens to create an endless loop of timely service provision and feedback collection, and bridge all the gaps in between. And to do this, we try to harness the latest, cutting edge technology. 

Water is our mission. Data is our business. NextDrop crowdsources water data and creates algorithms and visualizations to improve urban water distribution across emerging markets. Urban residents can get a text message an hour before water arrives, if water supply is cancelled, or if there is contamination or low pressure present in the pipe network. On the utility side, engineers get a live feed on problems arising in the distribution system, so they can tackle issues in real time.",Summer 2017,Inactive,11,Industrials,Industrials -> Energy,"['India', 'South Asia']","Bengaluru, KA, India","['Marketplace', 'India']",,,,https://www.ycombinator.com/companies/nextdrop
Fastpad,fastpad,https://fastpad.com/,Hiring Software for India,"Fastpad builds hiring software for the Indian market that gets rid of spam and ensures that companies can see quick snapshots of real candidates.

Fastpad is looking to create the dominant recruitment marketplace by cutting through the noise in an Indian hiring marketplace that’s growing 40 percent year-over-year.",Summer 2017,Inactive,3,B2B,B2B -> Recruiting and Talent,"['India', 'South Asia']","Bengaluru, KA, India","['Recruiting', 'India']",,,,https://www.ycombinator.com/companies/fastpad
Piggy,piggy,https://piggy.co.in,"App for Indians to make investments in mutual funds, manage their…","Experience an easy way to make Investments in Mutual funds in India.

Easiest platform to make mutual fund investments in India.
Because you need to make Investments, be it just to park your cash short term to earn better returns, or to invest for your goals or retirement, we've made an easy to use platform for you where you can invest in any fund in India in few clicks and have track your existing investments.

Furthermore , you make investments without paying any middlemen commissions and make more returns . After all, It is your money. Don't pay too much to others when you can do it on your own.

We're on both Android and iOS . download the app to get started 
https://piggy.co.in",Summer 2017,Inactive,2,Fintech,Fintech -> Asset Management,"['India', 'South Asia']","MH, India","['Finance', 'India', 'Investing']",,,,https://www.ycombinator.com/companies/piggy
Bicycle AI,bicycle-ai,http://bicycleai.com,Bicycle AI provides customer support as a service. We work on top of…,At Bicycle AI we use the best of machine intelligence with human supervision to provide an exceptional customer service experience.,Winter 2017,Inactive,11,B2B,B2B -> Operations,"['India', 'South Asia']","Bengaluru, KA, India","['Artificial Intelligence', 'Customer Service']",,,,https://www.ycombinator.com/companies/bicycle-ai
Pulse,pulse,http://www.getpulse.care/,Electronic Medical Records for India,Pulse develops and offers a iPad based application that enables doctors in India to digitize all their patient medical records.,Winter 2017,Inactive,30,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia']","Bengaluru, KA, India","['Health Tech', 'India']",,,,https://www.ycombinator.com/companies/pulse
Breathe Well-being,breathe-well-being,http://www.breathewellbeing.in,A digital well-being program to help people prevent or manage chronic…,"Breathe Well-being helps people prevent or manage chronic lifestyle diseases by losing weight through its digital therapeutics program (weight-loss clinic in a cloud, think Noom for India). The program is delivered remotely over the phone and through the mobile app, therefore users are able to follow the lifestyle program from the convenience of their home. Our online program is 3X more effective at 1/4th the cost.

The user receives bi-weekly 1-1 coaching focused on behavioral changes, online community for support and motivation, and a mobile app that provides educational lessons, lifestyle tracking tools and weekly challenges (gamification). The content and behavioral change techniques are centred around healthy diet, fitness, lifestyle and stress reduction.

Our unique coaching methodology employs cognitive behavioral therapy (CBT), goal-oriented treatment and self-efficacy enhancement. The coach helps the user bust negative emotions of past failures in weight-loss and increase motivation by linking short-term achievable goals with the user's personal values. Through the program, the user is able to self-identify triggers of unhealthy habit adoption and make better decisions.

Breathe Well-being has demonstrated success in helping people lose weight, build long-term healthy habits and reduce/eliminate medication for lifestyle diseases (example - Type 2 Diabetes). We are looking for ideas to improve our sales processes so that we can get users to enrol at a higher conversion rate post our 1-week free trial. We need to identify triggers when users are most likely to pay and provide them with a seamless process for paying on-the-spot.",Winter 2020,Inactive,15,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia']","New Delhi, DL, India","['Health Tech', 'Health & Wellness']",,,,https://www.ycombinator.com/companies/breathe-well-being
Easyplan,easyplan,https://easyplan.in/,An AI-driven investment app for beginner investors in India,"Easyplan is an investment app for beginner investors in India (kind of a cross between Betterment and Qapital in the US). We also provide users with a credit card secured by their investments. 

We launched with money market funds and have ~40,000 customers who’ve invested (~40% MoM growth). The pandemic spurred interest among new investors, and our AUM has grown 3x since April 2020. And we’ve done this with a cost of acquisition that is 10% of the industry average. 

Here’s the problem we see. Only 10% of the 100 million middle-income Indian workers have invested in the markets. This is despite the fact that they save ~30% of their income, making this a $325B potential market in assets under management. 

However, current investment apps in India are built for active investors. With over 16,000+ mutual funds and 5000+ stocks to choose from, they are far too complicated for beginners, who make up most of the market.

We’re building an AI - driven investment planning software that is designed for beginners. Users use our conversational AI to get diversified mutual fund portfolios tailored to their goals. We also offer users a credit card secured by their investments, so they can earn return without losing liquidity.

In terms of business model, we make commissions on the asset we manage, and interchange fees on the fund. We estimate we can make $12 per user per year, which is 6x our current acquisition cost of $2 per investor.",Winter 2020,Inactive,8,Fintech,Fintech -> Asset Management,"['India', 'South Asia']","MH, India","['Fintech', 'India', 'Investing']",,,,https://www.ycombinator.com/companies/easyplan
Synapsica Healthcare,synapsica-healthcare,https://synapsica.com/,AI-enabled automation of diagnostic radiology workflow and reporting.,,Winter 2020,Inactive,30,Healthcare,Healthcare -> Diagnostics,"['India', 'South Asia', 'Remote', 'Partly Remote']","Bengaluru, KA, India","['Marketplace', 'SaaS', 'B2B']",,,,https://www.ycombinator.com/companies/synapsica-healthcare
Thunderpod,thunderpod,https://www.thunderpod.com/,Community Engagement Platform,"Thunderpod is a no-code platform that helps workplaces and communities engage their members by providing them with an Engagement Management System (EMS).

What SurveyMonkey is for surveys, Thunderpod is for engagement.",Winter 2020,Inactive,12,B2B,B2B,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, India; MH, India; Remote","['SaaS', 'Community']",,,,https://www.ycombinator.com/companies/thunderpod
SprintAI,sprintai,https://www.getsprint.ai/,AI-led platform for inventory and fulfillment optimization,AI Platform that powers the brands & retailers of tomorrow. SprintAI helps the brands in better decision making & automating various processes in Inventory Management & Omnichannel Fulfilment.,Winter 2020,Inactive,10,B2B,B2B -> Retail,"['India', 'South Asia']","Bengaluru, KA, India","['Machine Learning', 'SaaS', 'Retail Tech']",,,,https://www.ycombinator.com/companies/sprintai
PillarPlus,pillarplus,https://pillarplus.com,Software to automatically create construction blueprints,"We put life into a building by designing it’s mechanical, fire, electrical, plumbing services. Architects and contractors hire consultants, who still design the building manually. Our software automates this design step and even calculates the bill of materials with project cost estimates.",Winter 2020,Inactive,30,Real Estate and Construction,Real Estate and Construction -> Construction,"['India', 'South Asia', 'Remote', 'Partly Remote']","MH, India","['Artificial Intelligence', 'Construction', 'B2B']",,,,https://www.ycombinator.com/companies/pillarplus
Chutney Inc,chutney-inc,,Pseudonymous avatar-based social network,,Winter 2020,Inactive,5,Consumer,Consumer,"['India', 'South Asia', 'Remote', 'Fully Remote']","Bengaluru, KA, India; Remote",['Social'],,,,https://www.ycombinator.com/companies/chutney-inc
goDutch,godutch,https://godutchpay.in,Group payments product which lets people pay together at any offline…,"goDutch is a new-age fintech app that powers group payments for millennials. We’re on a mission to reimagine group payments and enable people to enjoy with their friends without any worry of awkward reminders, delayed payments, and multiple transactions.

We've first-hand seen that group payments are very tedious - one person first pays on behalf of the entire group, then calculates and makes a note of who owes whom how much, and then individually reminds each person to pay back. At goDutch, we are passionately working towards re-imagining this multi-step process that extends over numerous days and multiple apps. Our focus is on being design-led and driving cutting-edge fintech innovation.

goDutch is founded by IIT Bombay grads with a total work experience of 10+ years in fintech and we are backed by global VC investors including Y Combinator.",Winter 2020,Inactive,10,Fintech,Fintech -> Payments,"['India', 'South Asia']","MH, India",['Fintech'],,,,https://www.ycombinator.com/companies/godutch
Namaste Business,namaste-business,https://mynamaste.in,Shopify for a mobile first world,"Namaste is Shopify for a mobile first world. Using Namaste, small businesses can make their own eCommerce website and native mobile apps. At the press of a button they can publish their app to Google Play Store and Apple App Store.",Summer 2019,Inactive,15,B2B,B2B -> Retail,"['India', 'South Asia']","Bengaluru, KA, India","['SaaS', 'E-commerce', 'Retail', 'SMB']",,,,https://www.ycombinator.com/companies/namaste-business
Khabri,khabri,https://khabri.app/,India's Largest Podcast Platform,,Summer 2019,Inactive,11,Consumer,Consumer -> Content,"['India', 'South Asia']","New Delhi, DL, India","['India', 'Podcasts']",,,,https://www.ycombinator.com/companies/khabri
HelpNow,helpnow,http://www.getHelpNow.in,India's most reliable Ambulance service. (uber for ambulances),"We are creating an aggregated network of Ambulances, and ""MedCabs"", i.e. ridesharing cabs converted into Medical first responder network, to drastically reduce medical help arrival time in India and save 70,000+ lives daily.
",Winter 2020,Inactive,50,Healthcare,Healthcare -> Healthcare Services,"['India', 'South Asia']","MH, India",['Health Tech'],,,,https://www.ycombinator.com/companies/helpnow
Drivezy,drivezy,http://www.drivezy.com,"India's largest vehicle sharing platform, turning people's vehicles…","Drivezy, the next generation car & bike sharing platform is here to transform the way vehicles are made, purchased and used. We envision a future where owning a car or bike will be a thing of the past. We're the fastest growing firm in the car & bike rental business in India.

Android App: https://play.google.com/store/apps/details?id=in.justride
iOS App: https://itunes.apple.com/in/app/drivezy/id1048221336?mt=8",Summer 2016,Inactive,201,Consumer,"Consumer -> Travel, Leisure and Tourism","['India', 'South Asia']","Bengaluru, KA, India",['Marketplace'],,,,https://www.ycombinator.com/companies/drivezy
Nonu,nonu,https://nonucare.com/,We deliver hair loss medicines for Indian men on a subscription basis.,,Summer 2019,Inactive,10,Healthcare,Healthcare -> Consumer Health and Wellness,"['India', 'South Asia']","Hyderabad, Telangana, India",['India'],,,,https://www.ycombinator.com/companies/nonu
Kisan Network,kisan-network,https://www.kisannetwork.com,Tech enabled and fully integrated PAN India agri produce supply chain,"Kisan Network is a tech enabled and fully integrated PAN India agri produce supply chain. We connect small and marginal farmers directly to businesses anywhere in the country, with each step digitally captured and monitored on our proprietary management portal. As a result, farmers are able to earn 10% more than prevalent market prices for their produce.

Our system, built on the 3 pillars of 
1) 100% integration
2) Standardisation w.r.t. on-field practices and,
3) Transparency for all stakeholders

is a departure from the opaque and inconsistent traditional supply chain which thrives on the high levels of fragmentation in the ecosystem. There is 0% use of paper in our entire chain, with specific focus on building a national agri repository of micro level stakeholder information and on image / data driven automated crop quality assessment.",Winter 2016,Inactive,75,Industrials,Industrials -> Agriculture,"['India', 'South Asia', 'Remote', 'Partly Remote']","Gurugram, HR, India; HR, India","['Supply Chain', 'Agriculture']",,,,https://www.ycombinator.com/companies/kisan-network
